UF,MUNICIPIO,DEPENDENCIAADMINISTRATIVA,TIPO,MODALIDADEENSINO,CURSO,ANOHOMOLOGACAO,VAGASHOMOLOGADAS
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Cabeleireiro Assistente,2014,20
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Confeiteiro,2011,18
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Confeiteiro,2014,40
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Costureiro de Máquina Reta e Overloque,2011,64
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Costureiro de Máquina Reta e Overloque,2012,31
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Costureiro de Máquina Reta e Overloque,2014,90
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Cozinheiro,2014,18
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Cuidador de Idoso,2011,25
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Cuidador de Idoso,2014,45
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Cuidador de Idoso,2015,20
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Cuidador Infantil,2011,25
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Cuidador Infantil,2014,70
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Depilador,2011,45
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Depilador,2014,120
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Espanhol Básico,2011,40
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Espanhol Intermediário,2011,20
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Francês Básico,2011,20
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Garçom,2011,20
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,GARÇOM BÁSICO,2011,20
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Inglês Aplicado a Serviços Turísticos,2011,20
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Inglês Aplicado a Serviços Turísticos,2014,20
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Inglês Aplicado a Serviços Turísticos ¿ Básico,2011,20
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Inglês Básico,2011,40
PI,São Raimundo Nonato,SISTEM S,FIC,ENSINO PRESENCIAL,Inglês Básico,2014,60
PI,União,PÚBLICA,TÉCNICO,ENSINO A DISTÂNCIA,Técnico em Informática,2017,25
PI,União,PÚBLICA,TÉCNICO,ENSINO A DISTÂNCIA,Técnico em Vendas,2019,25
PI,União,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Administração,2015,40
PI,União,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Agropecuária,2017,25
PI,União,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Canto,2017,25
PI,União,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2012,40
PI,União,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2013,30
PI,União,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2015,80
PI,União,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2017,50
PI,União,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Instrumento Musical,2017,25
PI,União,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Redes de Computadores,2017,25
PI,União,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Segurança do Trabalho,2015,40
PI,União,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Segurança do Trabalho,2017,25
PI,Uruçuí,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Agente de Assistência Técnica e Extensão Rural,2020,50
PI,Uruçuí,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Assistente Administrativo,2020,150
PI,Uruçuí,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Assistente de Recursos Humanos,2020,100
PI,Uruçuí,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Língua Brasileira de Sinais (Libras) - Básico,2020,50
PI,Uruçuí,PÚBLICA,FIC,ENSINO A DISTÂNCIA,LÍNGUA BRASILEIRA DE SINAIS (LIBRAS) - BÁSICO,2020,50
PI,Uruçuí,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Microempreendedor Individual (MEI),2020,50
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Administrador de Banco de Dados,2015,20
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Familiar,2011,40
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Familiar,2014,40
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Orgânico,2015,20
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Ajustador Mecânico,2011,40
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,"ALFABETIZAÇÃO AVANÇADA EM LÍNGUA PORTUGUESA, MATEMÁTICA, TECNOLOGIA E EMPREENDEDORISMO",2011,40
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2011,160
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2014,60
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2015,20
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente de Recursos Humanos,2015,20
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,AUXILIAR ADMINISTRATIVO,2011,40
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar de Cozinha,2011,20
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar de Fiscalização Ambiental,2011,200
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,AUXILIAR TÉCNICO EM AGROPECUÁRIA,2011,80
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,CRIADOR DE ANIMAIS DE PEQUENO PORTE,2011,40
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Cuidador de Idoso,2015,20
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Cuidador Infantil,2014,40
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Cuidador Infantil,2015,20
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Desenhista de Topografia,2011,40
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,HORTICULTOR,2011,40
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Inglês Básico,2014,20
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Instalador Hidráulico Residencial,2015,20
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Manicure e Pedicure,2014,25
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,MECÂNICO DE MANUTENÇÃO DE BOMBAS HIDRÁULICAS,2011,40
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,MECÂNICO DE MANUTENÇÃO DE MÁQUINAS INDUSTRIAIS,2011,40
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,MECÂNICO DE MANUTENÇÃO E INSTALAÇÃO DE APARELHOS DE CLIMATIZAÇÃO E REFRIGERAÇÃO,2011,40
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Microempreendedor Individual (MEI),2018,145
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Monitor de Dependência Química,2015,20
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Computador,2011,204
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Computador,2015,20
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Máquinas e Implementos Agrícolas,2011,80
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Máquinas e Implementos Agrícolas,2014,30
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Máquinas e Implementos Agrícolas,2015,20
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,OPERADOR INDUSTRIAL DE ALIMENTOS,2011,20
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Preparador de Doces e Conservas,2014,40
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Produtor de Embutidos e Defumados,2011,60
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Promotor de Vendas,2011,220
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Promotor de Vendas,2014,40
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Salgadeiro,2014,65
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Vendedor,2011,40
PI,Uruçuí,PÚBLICA,FIC,ENSINO PRESENCIAL,Vendedor,2018,55
PI,Uruçuí,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Agroecologia,2011,52
PI,Uruçuí,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Agroecologia,2013,40
PI,Uruçuí,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Agroindústria,2011,95
PI,Uruçuí,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Enfermagem,2013,80
PI,Uruçuí,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Enfermagem,2015,40
PI,Uruçuí,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Enfermagem,2017,25
PI,Uruçuí,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Gerência de Saúde,2017,25
PI,Uruçuí,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Grãos,2019,25
PI,Uruçuí,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Imobilizações Ortopédicas,2017,25
PI,Uruçuí,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2015,40
PI,Uruçuí,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2017,75
PI,Uruçuí,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Reabilitação de Dependentes Químicos,2015,40
PI,Uruçuí,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Reabilitação de Dependentes Químicos,2017,25
PI,Uruçuí,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Recursos Humanos,2013,80
PI,Uruçuí,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Secretariado,2015,40
PI,Uruçuí,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Zootecnia,2013,40
PI,Valença do Piauí,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Agente de Assistência Técnica e Extensão Rural,2020,50
PI,Valença do Piauí,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Agente de Desenvolvimento Cooperativista,2015,20
PI,Valença do Piauí,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Agente de Limpeza Urbana,2015,20
PI,Valença do Piauí,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Assistente Administrativo,2020,150
PI,Valença do Piauí,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Assistente de Recursos Humanos,2020,100
PI,Valença do Piauí,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Escriturário de Banco,2021,32
PI,Valença do Piauí,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Instalador e Reparador de Redes de Computadores,2015,20
PI,Valença do Piauí,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Língua Brasileira de Sinais (Libras) - Básico,2020,50
PI,Valença do Piauí,PÚBLICA,FIC,ENSINO A DISTÂNCIA,LÍNGUA BRASILEIRA DE SINAIS (LIBRAS) - BÁSICO,2020,50
PE,Recife,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Restaurante e Bar,2015,50
PE,Recife,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Secretariado,2011,40
PE,Recife,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Segurança do Trabalho,2011,415
PE,Recife,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Segurança do Trabalho,2014,80
PE,Recife,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,TÉCNICO EM SEGURANÇA DO TRABALHO,2014,20
PE,Recife,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Telecomunicações,2011,120
PE,Recife,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Telecomunicações,2014,148
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Administrador de Banco de Dados,2014,39
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Alimentação Escolar,2014,60
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Gestão de Resíduos Sólidos,2013,30
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Gestão de Resíduos Sólidos,2014,30
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Proteção Social Básica,2013,30
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Proteção Social Básica,2015,20
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Familiar,2011,20
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Familiar,2013,120
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Familiar,2014,90
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Orgânico,2015,20
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Apicultor,2014,30
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2014,20
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente de Recursos Humanos,2013,30
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente de Recursos Humanos,2014,58
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente de Secretaria Escolar,2014,30
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Atendente de Lanchonete,2011,20
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar de Agropecuária,2014,59
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar de Cozinha,2014,89
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar de Pessoal,2014,30
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,AUXILIAR EM ADMINISTRAÇÃO DE REDES,2011,20
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,AUXILIAR EM WEB DESIGNER,2011,20
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Bovinocultor de Leite,2014,29
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Cadista para a Construção Civil,2011,40
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Caprinocultor,2014,30
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Cuidador de Idoso,2014,25
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Cuidador Infantil,2014,25
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Desenhista de Topografia,2011,45
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Espanhol Básico,2011,25
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Espanhol Básico,2014,40
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Espanhol Intermediário,2014,20
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Forragicultor,2014,90
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Garçom,2013,30
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,HORTICULTOR DE LEGUMES ORGÂNICOS,2011,21
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Horticultor Orgânico,2014,59
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Inglês Básico,2014,40
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Inglês Intermediário,2014,20
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Instalador e Reparador de Redes de Computadores,2011,20
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Língua Brasileira de Sinais (Libras) - Avançado,2014,20
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,LÍNGUA BRASILEIRA DE SINAIS (LIBRAS) - BÁSICO,2011,25
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,LÍNGUA BRASILEIRA DE SINAIS (LIBRAS) - BÁSICO,2013,30
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,LÍNGUA BRASILEIRA DE SINAIS (LIBRAS) - BÁSICO,2014,105
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Língua Brasileira de Sinais (Libras) - Intermediário,2014,50
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Língua Portuguesa e Cultura Brasileira para Surdos - Básico,2014,30
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Manipulador de Alimentos,2013,30
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Montador e Reparador de Computadores,2011,40
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,MONTAGEM E MANUTENÇÃO DE COMPUTADORES,2011,20
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Produtor Agropecuário,2014,90
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Produtor de Olerícolas,2014,60
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Programador Web,2011,20
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Programador Web,2014,38
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Recepcionista,2011,47
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Recepcionista,2014,20
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Vendedor,2011,20
PE,Salgueiro,PÚBLICA,FIC,ENSINO PRESENCIAL,Vendedor,2014,30
PE,Salgueiro,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Agropecuária,2014,35
PE,Salgueiro,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,TÉCNICO EM AGROPECUÁRIA,2013,30
PE,Salgueiro,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Edificações,2013,25
PE,Salgueiro,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2013,20
PE,Salgueiro,SISTEM S,FIC,ENSINO PRESENCIAL,Agente Comunitário de Saúde,2014,20
PE,Salgueiro,SISTEM S,FIC,ENSINO PRESENCIAL,Agente Comunitário de Saúde,2015,20
PE,Salgueiro,SISTEM S,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2014,20
PE,Salgueiro,SISTEM S,FIC,ENSINO PRESENCIAL,Assistente de Secretaria Escolar,2015,20
PE,Salgueiro,SISTEM S,FIC,ENSINO PRESENCIAL,Cuidador de Idoso,2015,40
PE,Salgueiro,SISTEM S,FIC,ENSINO PRESENCIAL,Cuidador Infantil,2015,20
PE,Salgueiro,SISTEM S,FIC,ENSINO PRESENCIAL,Montador e Reparador de Computadores,2015,20
PE,Santa Cruz do Capibaribe,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Assistente de Serviços em Comércio Exterior,2021,100
PE,Santa Cruz do Capibaribe,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2018,40
PE,Santa Cruz do Capibaribe,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente de Recursos Humanos,2021,50
PE,Santa Cruz do Capibaribe,PÚBLICA,FIC,ENSINO PRESENCIAL,Recepcionista,2018,40
PE,Santa Cruz do Capibaribe,PÚBLICA,TÉCNICO,ENSINO A DISTÂNCIA,Técnico em Administração,2017,10
PE,Santa Cruz do Capibaribe,PÚBLICA,TÉCNICO,ENSINO A DISTÂNCIA,Técnico em Biblioteconomia,2017,5
PE,Santa Cruz do Capibaribe,PÚBLICA,TÉCNICO,ENSINO A DISTÂNCIA,Técnico em Design de Interiores,2017,10
PE,Santa Cruz do Capibaribe,PÚBLICA,TÉCNICO,ENSINO A DISTÂNCIA,Técnico em Informática,2017,10
PE,Santa Cruz do Capibaribe,PÚBLICA,TÉCNICO,ENSINO A DISTÂNCIA,Técnico em Logística,2017,5
PE,Santa Cruz do Capibaribe,PÚBLICA,TÉCNICO,ENSINO A DISTÂNCIA,Técnico em Multimeios Didáticos,2017,5
PE,Santa Cruz do Capibaribe,PÚBLICA,TÉCNICO,ENSINO A DISTÂNCIA,Técnico em Recursos Humanos,2017,5
PE,Santa Cruz do Capibaribe,PÚBLICA,TÉCNICO,ENSINO A DISTÂNCIA,Técnico em Secretaria Escolar,2017,5
PI,Corrente,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Agropecuária,2015,120
PI,Corrente,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Agropecuária,2017,25
PI,Corrente,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Aquicultura,2017,25
PI,Corrente,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Comércio,2017,25
PI,Corrente,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Enfermagem,2012,40
PI,Corrente,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Enfermagem,2015,40
PI,Corrente,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Enfermagem,2017,25
PI,Corrente,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Geoprocessamento,2011,80
PI,Corrente,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Geoprocessamento,2013,40
PI,Corrente,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2015,40
PI,Corrente,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2017,75
PI,Corrente,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Meio Ambiente,2011,80
PI,Corrente,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Recursos Humanos,2015,40
PI,Corrente,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Secretaria Escolar,2011,40
PI,Corrente,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Secretaria Escolar,2013,40
PI,Corrente,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Segurança do Trabalho,2014,40
PI,Corrente,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Teatro,2017,25
PI,Demerval Lobão,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Vendedor,2021,25
PI,Demerval Lobão,PÚBLICA,FIC,ENSINO PRESENCIAL,Microempreendedor Individual (MEI),2018,60
PI,Demerval Lobão,PÚBLICA,TÉCNICO,ENSINO A DISTÂNCIA,Técnico em Comércio,2019,25
PI,Demerval Lobão,PÚBLICA,TÉCNICO,ENSINO A DISTÂNCIA,Técnico em Informática,2017,25
PI,Demerval Lobão,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Administração,2012,38
PI,Demerval Lobão,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2014,40
PI,Demerval Lobão,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2017,25
PI,Demerval Lobão,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Segurança do Trabalho,2012,36
PI,Demerval Lobão,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Segurança do Trabalho,2015,40
PI,Esperantina,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Operador de Caixa,2021,25
PI,Esperantina,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2018,30
PI,Esperantina,PÚBLICA,FIC,ENSINO PRESENCIAL,Horticultor Orgânico,2018,18
PI,Esperantina,PÚBLICA,TÉCNICO,ENSINO A DISTÂNCIA,Técnico em Produção de Moda,2019,25
PI,Esperantina,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Administração,2012,40
PI,Esperantina,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Administração,2015,40
PI,Esperantina,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2012,40
PI,Esperantina,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2015,40
PI,Esperantina,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2017,25
PI,Floriano,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Agente de Alimentação Escolar,2015,20
PI,Floriano,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Agente de Inclusão Digital em Centros Públicos de Acesso à Internet,2020,50
PI,Floriano,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Auxiliar Pedagógico,2015,20
PI,Floriano,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Língua Brasileira de Sinais (Libras) - Básico,2020,50
PI,Floriano,PÚBLICA,FIC,ENSINO A DISTÂNCIA,LÍNGUA BRASILEIRA DE SINAIS (LIBRAS) - BÁSICO,2020,50
PI,Floriano,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente Comunitário de Saúde,2014,90
PI,Floriano,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente Comunitário de Saúde,2015,40
PI,Floriano,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Alimentação Escolar,2014,15
PI,Floriano,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Combate às Endemias,2014,40
PI,Floriano,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Gestão de Resíduos Sólidos,2015,20
PI,Floriano,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Projetos Sociais,2015,20
PI,Floriano,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Familiar,2011,70
PI,Floriano,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Familiar,2014,150
PI,Floriano,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Familiar,2016,25
PI,Floriano,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Orgânico,2014,30
PI,Floriano,PÚBLICA,FIC,ENSINO PRESENCIAL,Ajudante de Obras,2011,90
