UF,MUNICIPIO,DEPENDENCIAADMINISTRATIVA,TIPO,MODALIDADEENSINO,CURSO,ANOHOMOLOGACAO,VAGASHOMOLOGADAS
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Maquiador,2014,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Marceneiro,2014,35
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Marcheteiro,2014,15
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Massagista,2011,40
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Massagista,2014,60
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Mecânico de Motocicletas,2014,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Mecânico de Refrigeração e Climatização Industrial,2014,15
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Mecânico de Refrigeração e Climatização Residencial,2014,35
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Mecânico de Refrigeração e Climatização Residencial,2015,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Mestre de Obras,2014,15
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Modelista de Roupas,2011,40
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Modelista de Roupas,2014,40
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Monitor de Dependência Química,2014,70
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Montador e Reparador de Computadores,2011,40
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Montador e Reparador de Computadores,2014,80
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,MONTAGEM E MANUTENÇÃO DE COMPUTADORES,2011,40
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Caixa,2011,80
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Caixa,2014,110
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Computador,2011,40
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Computador,2014,125
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Computador,2015,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Supermercados,2011,80
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Supermercados,2014,30
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Organizador de Eventos,2014,30
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Padeiro,2014,200
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Pedreiro de Alvenaria,2014,40
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Pizzaiolo,2014,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Pizzaiolo,2015,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Programador Web,2011,25
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Programador Web,2014,140
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Promotor de Vendas,2014,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Recepcionista,2011,80
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Recepcionista,2014,80
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Recepcionista de Eventos,2014,60
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,RECEPCIONISTA EM MEIOS DE HOSPEDAGEM,2011,70
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Salgadeiro,2011,120
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Salgadeiro,2014,120
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Salgadeiro,2015,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Serígrafo,2011,40
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Serígrafo,2014,40
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Vendedor,2014,120
AC,Cruzeiro do Sul,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Administração,2011,80
AC,Cruzeiro do Sul,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Análises Clínicas,2014,80
AC,Cruzeiro do Sul,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Enfermagem,2011,80
AC,Cruzeiro do Sul,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Manutenção e Suporte em Informática,2011,25
AC,Cruzeiro do Sul,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Manutenção e Suporte em Informática,2013,60
AC,Cruzeiro do Sul,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Manutenção e Suporte em Informática,2014,30
AC,Cruzeiro do Sul,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Manutenção e Suporte em Informática,2015,30
AC,Cruzeiro do Sul,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Recursos Humanos,2011,40
AC,Cruzeiro do Sul,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,TÉCNICO EM SEGURANÇA DO TRABALHO,2015,50
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Assistente Administrativo,2019,30
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Recepcionista,2019,30
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Alimentação Escolar,2014,40
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Combate às Endemias,2018,25
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Informações Turísticas,2014,19
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Regularização Ambiental Rural,2019,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Agroflorestal,2012,15
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Orgânico,2014,45
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Artesão de Pintura em Tecido,2014,60
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2014,80
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente de Recursos Humanos,2014,40
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente de Secretaria Escolar,2019,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Financeiro,2014,60
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar de Cozinha,2014,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Balconista de Farmácia,2014,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Balconista de Farmácia,2019,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Bovinocultor de Corte,2019,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Bovinocultor de Leite,2019,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Cabeleireiro,2012,40
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Cabeleireiro,2014,40
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Carpinteiro de Obras,2014,19
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Cerimonialista,2014,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Confeccionador de Lingerie e Moda Praia,2012,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Confeccionador de Lingerie e Moda Praia,2014,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Costureiro de Máquina Reta e Overloque,2012,60
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Cuidador de Idoso,2014,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Depilador,2012,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Depilador,2014,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Eletricista Instalador Predial de Baixa Tensão,2014,19
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Eletricista Instalador Predial de Baixa Tensão,2018,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Encanador Instalador Predial,2014,19
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Espanhol Básico,2012,75
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Espanhol Intermediário,2012,75
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Floricultor,2014,40
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Fruticultor,2014,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Garçom,2014,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Horticultor Orgânico,2012,30
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Horticultor Orgânico,2014,65
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Inglês Básico,2012,50
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Inglês Intermediário,2012,50
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Inglês Intermediário,2014,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,LÍNGUA BRASILEIRA DE SINAIS (LIBRAS) - BÁSICO,2014,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Língua Brasileira de Sinais (Libras) - Intermediário,2014,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Agente de Informações Turísticas,2019,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Assistente Administrativo,2019,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Assistente de Contabilidade,2019,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Assistente de Faturamento,2019,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Assistente de Recursos Humanos,2019,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Auxiliar de Laboratório de Saúde,2019,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Balconista de Farmácia,2019,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Recepcionista em Serviços de Saúde,2019,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Açaicultor,2012,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Açaicultor,2014,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Açaicultor,2015,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Açaicultor,2016,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Administrador de Empreendimentos Florestais de Base Comunitária,2015,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente Comunitário de Saúde,2015,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente Cultural,2017,50
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Combate às Endemias,2015,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Combate às Endemias,2018,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Desenvolvimento Cooperativista,2014,120
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Desenvolvimento Cooperativista,2015,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Desenvolvimento Cooperativista,2016,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Desenvolvimento Cooperativista,2018,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Desenvolvimento Socioambiental,2016,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Inclusão Digital em Centros Públicos de Acesso à Internet,2014,75
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Limpeza e Conservação,2012,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Limpeza e Conservação,2014,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Limpeza Urbana,2014,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Projetos Sociais,2012,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Projetos Sociais,2018,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Recepção e Reservas em Meios de Hospedagem,2012,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Recepção e Reservas em Meios de Hospedagem,2019,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Regularização Ambiental Rural,2019,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Agroflorestal,2012,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Agroflorestal,2015,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Agroflorestal,2018,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Familiar,2011,70
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Familiar,2012,161
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Familiar,2014,415
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Familiar,2015,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Familiar,2016,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Orgânico,2014,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Orgânico,2015,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Orgânico,2016,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,AGRICULTOR ORGÂNICO,2012,43
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Almoxarife,2014,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Apicultor,2014,115
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,APICULTOR,2012,920
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Aquicultor,2011,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Aquicultor,2014,25
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Aquicultor,2016,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Arrumador e Conferente de Cargas,2014,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Artesão de Artigos Indígenas,2012,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Artesão de Artigos Indígenas,2015,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Artesão de Artigos Indígenas,2016,100
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Artesão de Pintura em Tecido,2012,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Artesão de Pintura em Tecido,2014,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2011,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2012,90
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2014,375
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2019,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente de Contabilidade,2019,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente de Crédito e Cobrança,2014,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente de Crédito e Cobrança,2019,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente de Produção Cultural,2017,50
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente de Recursos Humanos,2011,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente de Recursos Humanos,2012,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente de Recursos Humanos,2014,360
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente de Recursos Humanos,2019,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Financeiro,2014,120
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Atendente de Lanchonete,2014,44
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar de Agroecologia,2014,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar de Agropecuária,2014,180
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar de Arquivo,2012,82
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar de Arquivo,2014,100
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar de Biblioteca,2014,70
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar de Cozinha,2014,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar de Fiscalização Ambiental,2014,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar de Fiscalização Ambiental,2016,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar de Pessoal,2014,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar em Nutrição e Dietética,2014,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,AUXILIAR TÉCNICO EM AGROPECUÁRIA,2011,30
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Manicure e Pedicure,2012,40
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Manicure e Pedicure,2014,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Manipulador de Alimentos,2012,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Maquiador,2014,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Mestre de Obras,2014,19
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Monitor de Dependência Química,2014,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Montador e Reparador de Computadores,2012,25
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Montador e Reparador de Computadores,2014,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Aterro Sanitário de Resíduos Sólidos Urbanos,2014,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Caixa,2014,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Computador,2012,30
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Computador,2014,40
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Máquinas Florestais,2012,40
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Supermercados,2014,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Supermercados,2019,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Organizador de Eventos,2014,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Padeiro Confeiteiro,2012,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Pedreiro de Alvenaria,2019,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Pintor de Obras Imobiliárias,2014,19
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Preparador de Doces e Conservas,2012,36
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Preparador de Doces e Conservas,2014,39
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Produtor de Derivados do Leite,2012,80
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Produtor de Derivados do Leite,2018,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Produtor de Olerícolas,2016,20
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Recepcionista em Serviços de Saúde,2014,39
AC,Plácido de Castro,PÚBLICA,FIC,ENSINO PRESENCIAL,Salgadeiro,2014,42
AC,Plácido de Castro,PÚBLICA,TÉCNICO,ENSINO A DISTÂNCIA,Técnico em Serviços Públicos,2019,50
AC,Plácido de Castro,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Administração,2012,80
AC,Plácido de Castro,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Administração,2019,25
AC,Plácido de Castro,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Aquicultura,2017,50
AC,Plácido de Castro,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Computação Gráfica,2017,25
AC,Plácido de Castro,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Desenvolvimento de Sistemas,2017,25
AC,Plácido de Castro,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2017,50
AC,Plácido de Castro,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Manutenção e Suporte em Informática,2017,25
AC,Plácido de Castro,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Pesca,2017,25
AC,Plácido de Castro,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Recursos Pesqueiros,2017,25
AC,Plácido de Castro,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Redes de Computadores,2014,25
AC,Plácido de Castro,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Serviços Públicos,2019,25
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Análises Clínicas,2014,40
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Citopatologia,2014,240
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Controle Ambiental,2015,80
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Design de Interiores,2014,40
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Enfermagem,2014,200
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Enfermagem,2015,150
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Enfermagem,2017,100
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Estética,2015,50
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2014,160
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática para Internet,2014,80
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Logística,2014,160
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Manutenção e Suporte em Informática,2014,160
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Meio Ambiente,2014,80
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Meio Ambiente,2015,40
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Paisagismo,2014,80
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Programação de Jogos Digitais,2014,160
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Radiologia,2014,80
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Reabilitação de Dependentes Químicos,2014,120
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Reabilitação de Dependentes Químicos,2015,40
AC,Rio Branco,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Segurança do Trabalho,2017,100
AC,Rio Branco,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Assistente Administrativo,2019,180
AC,Rio Branco,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Assistente Administrativo,2020,200
AC,Rio Branco,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Assistente de Contabilidade,2019,60
AC,Rio Branco,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Assistente de Recursos Humanos,2019,217
AC,Rio Branco,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Assistente de Recursos Humanos,2020,200
AC,Rio Branco,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Assistente Financeiro,2019,60
AC,Rio Branco,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Balconista de Farmácia,2019,90
AC,Rio Branco,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Cuidador de Idoso,2019,60
AC,Rio Branco,PÚBLICA,FIC,ENSINO A DISTÂNCIA,Cuidador Infantil,2019,60
